f3206_45,1,,168,train,26414840,26414840,1980452250
f2071_28,1,,178,train,26414840,26414840,2112482400
f0224_06,1,,397,train,26414840,26414840,4621055250
f2074_03,1,,142,train,26414840,26414840,1584361800
f1125_41,1,,344,train,26414840,26414840,3960904500
f0304_23,2,,375,train,26414840,26414840,4356994950
f3350_11,2,,162,train,26414840,26414840,1848422100
f1910_05,2,,158,train,26414840,26414840,1848422100
f3594_23,2,,157,train,26414840,26414840,1848422100
f0925_21,2,,414,train,26414840,26414840,4885115550
f0961_08,3,,403,train,26414840,26414840,4753085400
f1531_34,3,,134,train,26414840,26414840,1584361800
f1023_49,3,,239,train,26414840,26414840,2772633150
f0281_47,3,,425,train,26414840,26414840,5017145700
f2256_71,3,,162,train,26414840,26414840,1848422100
f0473_21,4,,105,train,26414840,26414840,1188271350
f0062_25,4,,391,train,26414840,26414840,4621055250
f1341_45,4,,348,train,26414840,26414840,4092934650
f2070_11,4,,121,train,26414840,26414840,1320301500
f0925_21,4,,414,train,26414840,26414840,4885115550
f3902_40,5,,179,train,26414840,26414840,2112482400
f3555_14,5,,180,train,26414840,26414840,2112482400
f0961_08,5,,403,train,26414840,26414840,4753085400
f1603_40,5,,143,train,26414840,26414840,1584361800
f0651_45,5,,280,train,26414840,26414840,3300753750
f0473_21,6,,105,train,26414840,26414840,1188271350
f0153_35,6,,345,train,26414840,26414840,4092934650
f3382_25,6,,180,train,26414840,26414840,2112482400
f1998_10,6,,173,train,26414840,26414840,1980452250
f1996_12,6,,164,train,26414840,26414840,1848422100
f1012_30,7,,237,train,26414840,26414840,2772633150
f4066_22,7,,178,train,26414840,26414840,2112482400
f1860_06,7,,134,train,26414840,26414840,1584361800
f1793_33,7,,130,train,26414840,26414840,1452331650
f2486_95,7,,150,train,26414840,26414840,1716391950
f4020_15,8,,137,train,26414840,26414840,1584361800
f3947_36,8,,176,train,26414840,26414840,1980452250
f2566_51,8,,178,train,26414840,26414840,2112482400
f0463_09,8,,369,train,26414840,26414840,4356994950
f1221_17,8,,138,train,26414840,26414840,1584361800
f3815_34,9,,175,train,26414840,26414840,1980452250
f0435_37,9,,303,train,26414840,26414840,3564814050
f1988_11,9,,155,train,26414840,26414840,1716391950
f3122_40,9,,178,train,26414840,26414840,2112482400
f0028_05,9,,400,train,26414840,26414840,4753085400
f1375_23,10,,295,train,26414840,26414840,3432783900
f0363_43,10,,162,train,26414840,26414840,1848422100
f0540_22,10,,269,train,26414840,26414840,3168723600
f3364_36,10,,178,train,26414840,26414840,2112482400
f0579_26,10,,167,train,26414840,26414840,1980452250
f1131_00,11,,327,train,26414840,26414840,3828874350
f2256_71,11,,162,train,26414840,26414840,1848422100
f2494_73,11,,175,train,26414840,26414840,1980452250
f1996_12,11,,164,train,26414840,26414840,1848422100
f4020_15,11,,137,train,26414840,26414840,1584361800
f3907_43,12,,169,train,26414840,26414840,1980452250
f2341_65,12,,180,train,26414840,26414840,2112482400
f1498_08,12,,235,train,26414840,26414840,2772633150
f0014_19,12,,379,train,26414840,26414840,4489025100
f1023_49,12,,239,train,26414840,26414840,2772633150
f1012_30,13,,237,train,26414840,26414840,2772633150
f0811_49,13,,367,train,26414840,26414840,4356994950
f2486_95,13,,150,train,26414840,26414840,1716391950
f2494_73,13,,175,train,26414840,26414840,1980452250
f1621_46,13,,103,train,26414840,26414840,1188271350
f1284_38,14,,239,train,26414840,26414840,2772633150
f2257_69,14,,169,train,26414840,26414840,1980452250
f1531_34,14,,134,train,26414840,26414840,1584361800
f3907_43,14,,169,train,26414840,26414840,1980452250
f3586_05,14,,171,train,26414840,26414840,1980452250
f0111_36,15,,355,train,26414840,26414840,4092934650
f0153_35,15,,345,train,26414840,26414840,4092934650
f0304_23,15,,375,train,26414840,26414840,4356994950
f0581_30,15,,286,train,26414840,26414840,3300753750
f3133_33,15,,182,train,26414840,26414840,2112482400
f3364_36,16,,178,train,26414840,26414840,2112482400
f0968_30,16,,325,train,26414840,26414840,3828874350
f1993_19,16,,124,train,26414840,26414840,1452331650
f1073_05,16,,231,train,26414840,26414840,2640603000
f1996_12,16,,164,train,26414840,26414840,1848422100
f4020_15,17,,137,train,26414840,26414840,1584361800
f2245_95,17,,176,train,26414840,26414840,1980452250
f3865_26,17,,183,train,26414840,26414840,2112482400
f3425_47,17,,170,train,26414840,26414840,1980452250
f3574_30,17,,150,train,26414840,26414840,1716391950
f1603_40,18,,143,train,26414840,26414840,1584361800
f4015_05,18,,166,train,26414840,26414840,1848422100
f0304_23,18,,375,train,26414840,26414840,4356994950
f2402_75,18,,183,train,26414840,26414840,2112482400
f1930_02,18,,107,train,26414840,26414840,1188271350
f1748_30,19,,179,train,26414840,26414840,2112482400
f2294_71,19,,171,train,26414840,26414840,1980452250
f0645_45,19,,295,train,26414840,26414840,3432783900
f0463_09,19,,369,train,26414840,26414840,4356994950
f2032_22,19,,110,train,26414840,26414840,1188271350
f3317_25,20,,156,train,26414840,26414840,1848422100
