client,round_number,computingTime,computingDemand,computingCap,computingtime
1,1,0.643277047000026,73333583358.00296,100.0,0.7333358335800296
2,1,0.951719378999997,108496009205.99966,100.0,1.0849600920599967
3,1,0.950348007000002,108339672798.00023,100.0,1.0833967279800023
4,1,0.46198393100002,52666168134.00228,100.0,0.5266616813400228
5,1,0.604452500000036,68907585000.0041,100.0,0.689075850000041
6,1,0.591957291999961,67483131287.99556,100.0,0.6748313128799556
7,1,1.01985315100001,116263259214.00113,100.0,1.1626325921400114
8,1,0.617662795999991,70413558743.99898,100.0,0.7041355874399898
9,1,0.795856373999982,90727626635.99794,100.0,0.9072762663599794
10,1,1.29639100399999,147788574455.99887,100.0,1.4778857445599887
11,1,0.982374683999979,111990713975.9976,100.0,1.119907139759976
12,1,0.592125693000014,67502329002.0016,100.0,0.675023290020016
13,1,0.506225462000032,57709702668.003654,100.0,0.5770970266800366
14,1,0.527389323999955,60122382935.994865,100.0,0.6012238293599487
15,1,0.596487418000038,67999565652.00433,100.0,0.6799956565200433
16,1,0.544461363999972,62068595495.99681,100.0,0.6206859549599681
17,1,0.556221811,63409286454.0,100.0,0.63409286454
18,1,0.542782309000017,61877183226.00194,100.0,0.6187718322600194
19,1,0.458791351000002,52302214014.00023,100.0,0.5230221401400023
20,1,0.562125514999991,64082308709.99897,100.0,0.6408230870999897
21,1,1.20425100299997,137284614341.99658,100.0,1.372846143419966
22,1,0.674442561999967,76886452067.99623,100.0,0.7688645206799624
23,1,0.992253769999991,113116929779.99898,100.0,1.1311692977999899
24,1,0.570593203000044,65047625142.00502,100.0,0.6504762514200502
25,1,1.41190607800002,160957292892.0023,100.0,1.609572928920023
26,1,1.01459152300004,115663433622.00456,100.0,1.1566343362200455
27,1,0.610735210999962,69623814053.99567,100.0,0.6962381405399567
28,1,0.567040492999979,64642616201.99761,100.0,0.6464261620199762
29,1,1.08027528499997,123151382489.99657,100.0,1.2315138248999657
30,1,0.513800207000031,58573223598.00354,100.0,0.5857322359800354
31,1,0.519541263000008,59227703982.000916,100.0,0.5922770398200091
32,1,0.619041954000011,70570782756.00127,100.0,0.7057078275600127
33,1,1.41044373,160790585220.0,100.0,1.6079058522
34,1,1.29487740900004,147616024626.00455,100.0,1.4761602462600454
35,1,0.534800120999989,60967213793.99874,100.0,0.6096721379399874
36,1,0.491059119999989,55980739679.99875,100.0,0.5598073967999875
37,1,1.43422346099999,163501474553.99887,100.0,1.6350147455399886
38,1,1.28637609899999,146646875285.99884,100.0,1.4664687528599885
39,1,0.442533025999978,50448764963.99749,100.0,0.5044876496399749
40,1,0.575569533999953,65614926875.994644,100.0,0.6561492687599464
41,1,0.600263933000008,68430088362.000916,100.0,0.6843008836200092
42,1,0.472764826999992,53895190277.99909,100.0,0.5389519027799909
43,1,1.14327165000003,130332968100.00342,100.0,1.303329681000034
44,1,0.541800334000016,61765238076.00183,100.0,0.6176523807600183
45,1,0.397872111999959,45357420767.99532,100.0,0.4535742076799532
46,1,0.527597436000008,60146107704.00091,100.0,0.6014610770400091
47,1,0.526797124999973,60054872249.996925,100.0,0.6005487224999693
48,1,0.468384849000017,53395872786.00194,100.0,0.5339587278600194
49,1,1.277484781,145633265034.0,100.0,1.45633265034
50,1,0.555790693000006,63360139002.00069,100.0,0.6336013900200068
51,1,0.605179768000028,68990493552.00319,100.0,0.6899049355200318
52,1,0.578694642000016,65971189188.00182,100.0,0.6597118918800182
53,1,0.807476859000019,92052361926.00217,100.0,0.9205236192600217
54,1,1.10049498699999,125456428517.99887,100.0,1.2545642851799887
55,1,0.598920227000008,68276905878.000916,100.0,0.6827690587800092
56,1,0.58683400000001,66899076000.00114,100.0,0.6689907600000113
57,1,0.827900288000024,94380632832.00273,100.0,0.9438063283200273
58,1,0.518781940999986,59141141273.998405,100.0,0.5914114127399841
59,1,1.00636683900001,114725819646.00114,100.0,1.1472581964600115
60,1,0.461521665000021,52613469810.002396,100.0,0.526134698100024
61,1,0.575479098999949,65604617285.99419,100.0,0.6560461728599418
62,1,0.609642293999968,69499221515.99635,100.0,0.6949922151599636
63,1,0.598142967000001,68188298238.000114,100.0,0.6818829823800011
64,1,0.570445604999975,65030798969.99715,100.0,0.6503079896999715
1,2,0.544125821999955,62030343707.994865,100.0,0.6203034370799486
2,2,0.960302266000042,109474458324.00479,100.0,1.094744583240048
3,2,0.91038415700001,103783793898.00113,100.0,1.0378379389800112
